pays,code_iso3,volaille_kcal_hab_jour,population_milliers,pib_par_habitant_ppp,pct_pop_ne_peut_manger_sain,imports_alim_pct_imports_totaux,densite_population_hab_km2,pct_population_urbaine,lpi_efficacite_douane,croissance_pib_pct,marche_volaille,taux_dependance_import,prix_moyen_import,part_bio_agriculture,indice_stabilite_globale,part_volaille_viande,distance_france_km,volaille_import_valeur_usd_hab
New Zealand,NZL,0.42684704052423983,-0.28119150496227063,0.9353933117376791,-1.160246929241782,-0.36236174961299783,-0.6095821050318989,1.1722769857979143,1.2499946338147554,-0.19072119486446523,-0.280308491446374,-1.5189244121861556,1.2937011493074135,-0.3981174553751093,2.141459978828587,-0.4866175287115116,3.6291046635037794,-0.5659171292059044
Honduras,HND,0.1284685267597227,-0.2542957489456459,-0.7822843350239775,0.27082348623195857,0.5516976140925423,-0.2776572839028651,-0.23966372928954813,-0.923805771460384,0.36266730570371514,-0.24974940220563724,0.5228788332566003,-0.10351316672043144,-0.3972294355677067,-0.9207287929841397,1.2223555605577008,0.8911874516120679,-0.44197148853686363
Sao Tome and Principe,STP,-0.6722045673795659,-0.30713199048203965,-0.8070900456835689,0.5998931539612145,2.1919687851614076,0.36195901612142606,0.3619691240918674,-0.4801451189685849,0.08678814775388809,-0.32638925009113817,0.742048986230273,-0.4647362096853504,3.929445449535575,-0.36560782518951745,1.1492016890810333,-0.01957133611873754,-0.018565592688055365
Cameroon,CMR,-1.102071917718277,-0.17240156553246055,-0.8380650522584991,0.7414696389144991,1.221458669686936,-0.44826627146373854,-0.34151415795264617,-0.8359173992970413,-0.12932523777682672,-0.29747883120689783,-1.5477472365729272,-0.012334503232381782,-0.571345431734542,-1.1665858350499148,-0.6892919521920506,-0.10926416769508397,-0.611113137806612
Denmark,DNK,0.5142654428620282,-0.2758273240377066,1.7332460744554188,-1.23677475894626,-0.04181873932636098,0.010053955652812294,1.3609498966516922,2.007832652730049,-0.3125176800206988,-0.2682388293860102,0.742048986230273,-0.2012990151638757,1.296344738892253,1.995716592748012,-0.5337783286452308,-1.1978516867146525,2.0221179906165196
Malta,MLT,0.3901818841718203,-0.30566239122053057,1.1661421159044485,-1.0990246654781994,-0.2897158158197459,6.487803131489341,1.6824115407943403,-0.0065668041011508,3.4348125582437747,-0.3226809019999493,0.742048986230273,0.32708561985085993,-0.5129157640115997,1.1713137058227054,-0.38025277179301226,-1.004075691756601,2.421024888113002
Guatemala,GTM,0.044120605495782284,-0.21498767184485462,-0.5720998505750041,0.6802473751509166,0.06647906856070457,0.06165326573397878,-0.3175770081348656,-0.763760099621584,-0.30368344898353955,-0.20118787573445107,0.742048986230273,-0.688416320332688,-0.5114932449023262,-0.8981482748701921,0.7868042581459701,0.9437746997722679,-0.2626152113671784
Iceland,ISL,0.9145116816647945,-0.30636286284186154,1.69824388860242,-1.2482539334019318,-0.6283500824986203,-0.6827294789134676,1.6433002559691094,0.36579796337554515,-0.15053186624588588,-0.3228641875936609,0.742048986230273,1.2306017552841353,-0.4591138839297644,1.7619959242794192,-0.36305702848017024,-0.8738221881931842,0.5302510262996254
Canada,CAN,1.288929756140487,-0.10098635196556868,1.3817675766120887,-1.1487677547861104,-0.8286369452604837,-0.6795254599898589,1.0364804707454287,1.8403196037009795,-0.32107536338555415,0.20745937858518884,0.742048986230273,0.36397289766579144,-0.14062880261061492,1.9315675788000854,0.155910542929391,0.044152973179984005,0.09719556986739213
Armenia,ARM,-0.25696715627507133,-0.2918801600900801,-0.43337637714537197,0.619025111387334,0.5475410996642888,-0.18431071280796324,0.21776947887320502,-0.8664548165266571,1.3669148468332568,-0.3098578666391604,0.742048986230273,-0.5522021515264669,-0.5557504909356051,-0.2668611303079288,-0.4869285405374,-0.5519150101437889,0.07521586416091998
Zambia,ZMB,-1.0874419784840605,-0.21006539011953182,-0.888833216561808,1.705720293190923,-1.121374007315152,-0.5840727476267994,-0.8606179766264823,-0.9472860089570404,-0.135113090760963,-0.30428023581749847,0.742048986230273,-0.8554814031464721,-0.5666344629301074,-0.5101072267054969,-1.0830877437395243,0.566406937078096,-0.5910578711105421
Guyana,GUY,1.4498590877168702,-0.3039694768525989,-0.4951550209642508,0.30908740108419763,0.11285155053903682,-0.680373680892713,-1.6610455338534256,-0.48328134604981055,-0.05626170005455236,-0.3152894983660924,-1.1294374422043256,-0.18418291206708487,-0.5736912404255482,-0.3680366483425455,2.2087546582040645,0.4910114175239296,-0.5383684235742647
Türkiye,TUR,0.14093106758887017,0.15964270932372326,0.14962208685414477,-0.8235244785420783,-1.152736285294836,-0.18577881673007832,1.3617275721203197,0.35958168843007426,1.4900728400022507,0.34921376500263573,-1.602174873064347,-0.7820866337659312,-0.2729227503375746,-0.46263029623282736,0.8012585427476245,-0.775874909824603,-0.6110290175669791
Ireland,IRL,0.5343138781089176,-0.28120552903831075,2.724017861525732,-1.1832052781531253,-0.5570838220346107,-0.35455746644672903,0.12902884645383772,1.2002162806364338,2.3529343979768016,-0.27745839321985416,0.742048986230273,0.838836666812513,-0.2256396047484471,1.5946032189962265,-0.1774795708066274,-1.2641634670606365,4.4956761406931
